Zeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts;Fahrradbruecke stadtauswaerts;Symbol Wetter;Temperatur (°C);Gefuehlte Temperatur (°C);Regen (mm);Quelle
10.01.2022 11:00;363;183;180;Starker Schneefall;1;-2;0.2;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 12:00;393;175;218;Starker Schneefall;1;-2;0.2;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 13:00;660;309;351;Starker Schneefall;1;-2;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 14:00;395;201;194;Starker Schneefall;1;-2;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 15:00;713;368;345;Starker Schneefall;1;-2;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 16:00;561;273;288;Starker Schneefall;0;-3;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 17:00;720;327;393;Maessige bis starke Schneefaelle;-1;-3;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 18:00;561;244;317;Maessige bis starke Schneefaelle;-2;-4;0.1;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 19:00;383;163;220;Maessige bis starke Schneefaelle;-2;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 20:00;287;143;144;Bedeckt;-2;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 21:00;143;63;80;Bedeckt;-2;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 22:00;113;58;55;Bedeckt;-2;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
10.01.2022 23:00;48;17;31;Leicht bewoelkt;-1;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 00:00;19;11;8;Leicht bewoelkt;-1;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 01:00;20;9;11;Leicht bewoelkt;-1;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 02:00;5;4;1;Leicht bewoelkt;-1;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 03:00;3;3;0;Leicht bewoelkt;-2;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 04:00;6;5;1;Leicht bewoelkt;-1;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 05:00;47;34;13;Bedeckt;-1;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 06:00;143;81;62;Bedeckt;0;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 07:00;847;524;323;Bedeckt;-1;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 08:00;647;325;322;Leichter Schneefall;-1;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 09:00;597;343;254;Leichter Schneefall;-2;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 10:00;356;203;153;Leichter Schneefall;-1;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 11:00;521;248;273;Stellenweise leichter Schneefall;1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 12:00;543;200;343;Stellenweise leichter Schneefall;2;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 13:00;706;332;374;Stellenweise leichter Schneefall;2;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 14:00;471;227;244;Sonnig;3;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 15:00;708;361;347;Sonnig;3;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 16:00;678;322;356;Sonnig;2;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 17:00;811;353;458;Sonnig;2;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 18:00;608;283;325;Sonnig;1;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 19:00;394;174;220;Sonnig;-1;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 20:00;267;122;145;Sonnig;-3;-6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 21:00;164;87;77;Sonnig;-4;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 22:00;143;67;76;Sonnig;-4;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
11.01.2022 23:00;70;30;40;Sonnig;-4;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 00:00;19;9;10;Sonnig;-4;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 01:00;20;7;13;Sonnig;-5;-9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 02:00;3;2;1;Sonnig;-6;-10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 03:00;4;3;1;Sonnig;-7;-11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 04:00;3;2;1;Sonnig;-7;-11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 05:00;41;22;19;Sonnig;-8;-11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 06:00;165;91;74;Sonnig;-8;-11;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 07:00;694;486;208;Sonnig;-8;-10;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 08:00;602;356;246;Sonnig;-8;-9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 09:00;540;313;227;Sonnig;-7;-9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 10:00;338;168;170;Sonnig;-5;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 11:00;432;213;219;Sonnig;-3;-6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 12:00;474;203;271;Sonnig;-1;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 13:00;687;280;407;Sonnig;0;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 14:00;479;238;241;Sonnig;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 15:00;743;299;444;Sonnig;1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 16:00;657;295;362;Sonnig;-1;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 17:00;758;362;396;Sonnig;-3;-6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 18:00;561;252;309;Sonnig;-5;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 19:00;397;177;220;Sonnig;-6;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 20:00;282;133;149;Sonnig;-7;-9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 21:00;173;74;99;Sonnig;-7;-9;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 22:00;161;70;91;Sonnig;-6;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
12.01.2022 23:00;59;19;40;Sonnig;-6;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 00:00;30;13;17;Sonnig;-5;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 01:00;9;3;6;Sonnig;-5;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 02:00;9;1;8;Sonnig;-5;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 03:00;4;3;1;Sonnig;-5;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 04:00;5;4;1;Sonnig;-5;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 05:00;34;22;12;Sonnig;-5;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 06:00;128;69;59;Sonnig;-5;-8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 07:00;827;534;293;Sonnig;-5;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 08:00;627;348;279;Sonnig;-5;-7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 09:00;539;280;259;Sonnig;-5;-6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 10:00;312;178;134;Sonnig;-3;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 11:00;444;222;222;Sonnig;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 12:00;477;211;266;Sonnig;2;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 13:00;710;316;394;Sonnig;3;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 14:00;514;239;275;Sonnig;4;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 15:00;763;357;406;Sonnig;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 16:00;708;324;384;Sonnig;4;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 17:00;796;350;446;Sonnig;2;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 18:00;585;257;328;Sonnig;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 19:00;398;172;226;Sonnig;-1;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 20:00;298;149;149;Sonnig;-2;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 21:00;148;59;89;Sonnig;-4;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 22:00;152;69;83;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
13.01.2022 23:00;72;24;48;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 00:00;29;12;17;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 01:00;20;14;6;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 02:00;11;4;7;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 03:00;3;0;3;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 04:00;10;7;3;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 05:00;30;21;9;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 06:00;120;64;56;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 07:00;796;474;322;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 08:00;560;286;274;Sonnig;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 09:00;548;318;230;Sonnig;-2;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 10:00;361;207;154;Sonnig;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 11:00;478;234;244;Sonnig;3;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 12:00;635;294;341;Sonnig;6;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 13:00;826;323;503;Sonnig;6;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 14:00;549;272;277;Sonnig;6;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 15:00;638;287;351;Sonnig;6;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 16:00;606;275;331;Sonnig;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 17:00;561;254;307;Sonnig;4;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 18:00;489;239;250;Sonnig;2;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 19:00;387;192;195;Sonnig;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 20:00;253;130;123;Sonnig;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 21:00;160;68;92;Sonnig;-1;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 22:00;180;59;121;Sonnig;-1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
14.01.2022 23:00;109;37;72;Sonnig;-2;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 00:00;72;31;41;Sonnig;-2;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 01:00;68;33;35;Sonnig;-2;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 02:00;50;23;27;Sonnig;-2;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 03:00;18;9;9;Sonnig;-2;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 04:00;14;10;4;Sonnig;-2;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 05:00;22;12;10;Sonnig;-3;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 06:00;51;33;18;Sonnig;-3;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 07:00;53;24;29;Sonnig;-3;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 08:00;109;60;49;Sonnig;-2;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 09:00;213;125;88;Sonnig;-2;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 10:00;310;178;132;Sonnig;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 11:00;278;156;122;Sonnig;3;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 12:00;328;174;154;Sonnig;6;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 13:00;345;176;169;Sonnig;6;6;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 14:00;386;179;207;Sonnig;7;7;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 15:00;384;188;196;Sonnig;8;8;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 16:00;350;161;189;Sonnig;5;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 17:00;403;190;213;Sonnig;3;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 18:00;316;135;181;Sonnig;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 19:00;233;123;110;Sonnig;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 20:00;167;83;84;Sonnig;-1;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 21:00;111;51;60;Sonnig;-2;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 22:00;144;56;88;Sonnig;-2;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
15.01.2022 23:00;98;31;67;Leichter Nebel;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 00:00;71;30;41;Leichter Nebel;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 01:00;53;23;30;Leichter Nebel;-3;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 02:00;38;15;23;Leichter Nebel;-3;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 03:00;23;10;13;Leichter Nebel;-4;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 04:00;22;15;7;Leichter Nebel;-4;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 05:00;24;9;15;Leichter Nebel;-4;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 06:00;37;27;10;Leichter Nebel;-4;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 07:00;28;10;18;Leichter Nebel;-3;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 08:00;49;31;18;Sonnig;-2;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 09:00;116;53;63;Sonnig;-2;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 10:00;153;76;77;Sonnig;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 11:00;203;93;110;Sonnig;2;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 12:00;222;102;120;Sonnig;4;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 13:00;247;122;125;Sonnig;5;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 14:00;250;123;127;Sonnig;5;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 15:00;260;135;125;Sonnig;5;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 16:00;268;117;151;Sonnig;4;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 17:00;235;109;126;Sonnig;3;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 18:00;177;78;99;Sonnig;1;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 19:00;164;71;93;Sonnig;1;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 20:00;125;61;64;Sonnig;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 21:00;65;35;30;Sonnig;-1;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 22:00;87;40;47;Sonnig;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
16.01.2022 23:00;34;18;16;Leicht bewoelkt;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 00:00;16;7;9;Leicht bewoelkt;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 01:00;5;4;1;Leicht bewoelkt;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 02:00;4;2;2;Bedeckt;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 03:00;1;0;1;Bedeckt;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 04:00;6;3;3;Bedeckt;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 05:00;31;16;15;Leichter Schneefall;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 06:00;140;81;59;Leichter Schneefall;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 07:00;839;503;336;Leichter Schneefall;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 08:00;616;335;281;Leicht bewoelkt;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 09:00;533;297;236;Leicht bewoelkt;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 10:00;324;164;160;Leicht bewoelkt;2;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 11:00;430;192;238;Leicht bewoelkt;3;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 12:00;461;206;255;Leicht bewoelkt;4;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 13:00;757;352;405;Leicht bewoelkt;4;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 14:00;497;249;248;Leicht bewoelkt;5;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 15:00;726;325;401;Leicht bewoelkt;5;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 16:00;638;287;351;Leicht bewoelkt;4;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 17:00;805;338;467;Sonnig;2;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 18:00;582;273;309;Sonnig;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 19:00;365;136;229;Sonnig;1;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 20:00;279;130;149;Bewoelkt;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 21:00;136;60;76;Bewoelkt;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 22:00;132;66;66;Bewoelkt;0;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
17.01.2022 23:00;60;24;36;Leicht bewoelkt;-1;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 00:00;25;14;11;Leicht bewoelkt;-1;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 01:00;10;3;7;Leicht bewoelkt;-1;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 02:00;6;4;2;Leicht bewoelkt;-1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 03:00;3;2;1;Leicht bewoelkt;-1;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 04:00;8;7;1;Leicht bewoelkt;-1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 05:00;35;20;15;Bewoelkt;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 06:00;139;74;65;Bewoelkt;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 07:00;822;496;326;Bewoelkt;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 08:00;678;339;339;Sonnig;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 09:00;543;319;224;Sonnig;0;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 10:00;402;230;172;Sonnig;2;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 11:00;471;238;233;Sonnig;4;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 12:00;521;199;322;Sonnig;5;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 13:00;760;362;398;Sonnig;5;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 14:00;513;249;264;Leicht bewoelkt;5;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 15:00;742;324;418;Leicht bewoelkt;5;1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 16:00;721;309;412;Leicht bewoelkt;4;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 17:00;783;325;458;Sonnig;3;-1;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 18:00;572;239;333;Sonnig;1;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 19:00;437;200;237;Sonnig;0;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 20:00;260;126;134;Sonnig;-1;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 21:00;173;74;99;Sonnig;-2;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 22:00;144;73;71;Sonnig;-2;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
18.01.2022 23:00;69;23;46;Leichter Nebel;-3;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 00:00;39;15;24;Leichter Nebel;-3;-5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 01:00;8;3;5;Leichter Nebel;-3;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 02:00;5;2;3;Bewoelkt;-3;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 03:00;4;3;1;Bewoelkt;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 04:00;5;4;1;Bewoelkt;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 05:00;34;21;13;Bewoelkt;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 06:00;139;65;74;Bewoelkt;-3;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 07:00;827;506;321;Bewoelkt;-2;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 08:00;649;356;293;Sonnig;-2;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 09:00;583;327;256;Sonnig;-1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 10:00;335;176;159;Sonnig;1;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 11:00;469;225;244;Sonnig;3;2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 12:00;585;258;327;Sonnig;5;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 13:00;810;367;443;Sonnig;5;4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 14:00;513;257;256;Sonnig;6;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 15:00;767;334;433;Sonnig;7;5;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 16:00;698;316;382;Sonnig;4;3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 17:00;753;343;410;Sonnig;2;0;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 18:00;576;250;326;Sonnig;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 19:00;403;169;234;Sonnig;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 20:00;308;127;181;Bedeckt;0;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 21:00;163;71;92;Bedeckt;1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 22:00;171;77;94;Bedeckt;1;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
19.01.2022 23:00;89;36;53;Leichter Schneefall;2;-2;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.01.2022 00:00;29;17;12;Leichter Schneefall;2;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.01.2022 01:00;13;6;7;Leichter Schneefall;2;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.01.2022 02:00;5;2;3;Bedeckt;1;-3;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
20.01.2022 03:00;2;1;1;Bedeckt;1;-4;0;Stadt Konstanz, Amt für Stadtplanung und Umwelt
